customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,region,support_calls,monthly_charges,total_charges,churn,tenure_group,avg_monthly_spend,payment_issue_flag,service_usage_score,contract_value_score,retention_score,customer_value_segment,internet_service_value,total_services_count,churn_risk_flag
CUST007131,Male,1,No,No,8,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),East,1,118.68,949.44,No,0-12 months,Premium ($100+),0,3,2,47.33,High Value - At Risk,2,3,0
CUST005705,Female,0,No,Yes,0,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,North,4,96.19,0.0,Yes,0-12 months,High ($70-$100),1,3,1,13.5,High Value - At Risk,2,4,1
CUST004060,Female,1,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),East,1,105.0,3885.0,No,36-48 months,Premium ($100+),0,5,1,51.92,High Value - At Risk,2,6,0
CUST005336,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,West,0,60.77,1458.48,No,12-24 months,Medium ($30-$70),0,4,2,57.5,Low Value - At Risk,1,5,0
CUST002265,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,East,0,106.58,426.32,Yes,0-12 months,Premium ($100+),0,4,1,36.67,High Value - At Risk,2,5,1
CUST002719,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),East,3,100.86,201.72,No,0-12 months,Premium ($100+),0,4,1,32.83,High Value - At Risk,2,5,1
CUST004326,Female,0,No,Yes,10,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,Central,1,110.7,1107.0,No,0-12 months,Premium ($100+),1,3,1,20.67,High Value - At Risk,2,4,1
CUST004616,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),West,5,54.17,595.87,No,0-12 months,Medium ($30-$70),0,1,1,27.08,Low Value - At Risk,1,2,1
CUST001861,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,South,2,111.15,1889.55,Yes,12-24 months,Premium ($100+),1,3,1,22.58,High Value - At Risk,2,4,1
CUST005834,Male,1,No,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),North,4,95.36,95.36,No,0-12 months,High ($70-$100),0,3,2,41.42,High Value - At Risk,2,4,0
CUST004454,Female,0,Yes,Yes,2,Yes,Yes,No,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),Central,3,30.0,60.0,Yes,0-12 months,Medium ($30-$70),0,4,2,45.33,Low Value - At Risk,0,5,0
CUST005503,Male,1,Yes,No,72,Yes,No,No,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,South,2,38.0,2736.0,No,48+ months,Medium ($30-$70),0,4,2,75.5,Low Value - High Retention,0,5,0
CUST002629,Female,0,No,Yes,5,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,South,4,52.51,262.55,Yes,0-12 months,Medium ($30-$70),1,2,1,13.08,Low Value - At Risk,1,2,1
CUST002518,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,North,2,121.17,4483.29,Yes,36-48 months,Premium ($100+),0,4,1,48.42,High Value - At Risk,2,5,0
CUST000253,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Two year,No,Mailed check,Central,1,96.4,2602.8,No,24-36 months,High ($70-$100),0,2,3,65.25,High Value - At Risk,2,3,0
CUST005647,Male,1,Yes,No,11,Yes,No,No,No,No,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,Central,2,30.0,330.0,No,0-12 months,Medium ($30-$70),0,3,3,60.08,Low Value - At Risk,0,4,0
CUST005880,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,North,1,91.39,5666.18,Yes,48+ months,High ($70-$100),0,3,1,57.33,High Value - At Risk,2,4,0
CUST001579,Female,0,Yes,No,18,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,West,2,38.0,684.0,Yes,12-24 months,Medium ($30-$70),1,5,1,28.0,Low Value - At Risk,0,6,1
CUST001790,Female,0,No,No,4,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,Central,1,59.96,239.84,Yes,0-12 months,Medium ($30-$70),0,4,2,48.17,Low Value - At Risk,1,5,0
CUST004954,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),North,2,87.91,2813.12,No,24-36 months,High ($70-$100),0,3,1,43.83,High Value - At Risk,2,4,0
CUST005193,Female,0,No,No,5,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,South,3,120.76,603.8,Yes,0-12 months,Premium ($100+),0,5,1,36.58,High Value - At Risk,2,6,1
CUST005523,Female,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,East,3,123.4,5553.0,No,36-48 months,Premium ($100+),0,5,1,53.25,High Value - At Risk,2,6,0
CUST003464,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,North,4,65.32,849.16,No,12-24 months,Medium ($30-$70),0,3,1,33.92,Low Value - At Risk,1,4,1
CUST005188,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),Central,2,109.52,4271.28,No,36-48 months,Premium ($100+),0,4,2,61.75,High Value - At Risk,2,5,0
CUST004490,Female,1,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),South,3,111.59,1673.85,No,12-24 months,Premium ($100+),0,3,2,48.25,High Value - At Risk,2,4,0
CUST001903,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),West,6,117.27,2345.4,Yes,12-24 months,Premium ($100+),0,3,3,59.83,High Value - At Risk,2,4,0
CUST004743,Male,1,No,Yes,9,Yes,Yes,No,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,South,2,38.0,342.0,Yes,0-12 months,Medium ($30-$70),0,5,2,51.75,Low Value - At Risk,0,6,0
CUST005671,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),North,1,93.81,1313.34,No,12-24 months,High ($70-$100),0,2,2,47.33,High Value - At Risk,2,3,0
CUST002133,Female,0,No,No,5,No,No,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),South,2,72.12,360.6,No,0-12 months,High ($70-$100),0,3,1,32.58,High Value - At Risk,1,3,1
CUST005549,Male,1,No,Yes,63,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),South,4,79.97,5038.11,Yes,48+ months,High ($70-$100),0,6,1,62.25,High Value - At Risk,1,7,0
CUST004507,Female,0,No,No,46,No,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,North,1,103.1,4742.6,No,36-48 months,Premium ($100+),0,1,1,45.67,High Value - At Risk,2,1,0
CUST004374,Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,Central,1,125.71,754.26,No,0-12 months,Premium ($100+),1,5,2,36.5,High Value - At Risk,2,6,1
CUST005350,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,West,1,66.54,66.54,No,0-12 months,Medium ($30-$70),0,4,2,46.92,Low Value - At Risk,1,5,0
CUST000642,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,South,1,66.34,0.0,No,0-12 months,Medium ($30-$70),1,4,3,44.0,Low Value - At Risk,1,5,0
CUST003886,Female,0,No,Yes,24,No,Yes,Fiber optic,No,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),West,2,97.99,2351.76,No,12-24 months,High ($70-$100),0,2,2,50.5,High Value - At Risk,2,2,0
CUST004127,Female,0,No,No,72,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,North,1,33.0,2376.0,No,48+ months,Medium ($30-$70),0,4,1,64.0,Low Value - At Risk,0,5,0
CUST002593,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,West,3,104.13,7497.36,Yes,48+ months,Premium ($100+),0,2,1,57.0,High Value - At Risk,2,3,0
CUST004293,Female,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,West,4,99.09,3765.42,No,36-48 months,High ($70-$100),1,4,3,56.83,High Value - At Risk,2,5,0
CUST002182,Male,0,No,No,38,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,East,6,58.46,2221.48,No,36-48 months,Medium ($30-$70),1,2,2,37.33,Low Value - At Risk,1,3,1
CUST003380,Female,1,No,No,4,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),North,4,58.32,233.28,No,0-12 months,Medium ($30-$70),0,4,1,32.67,Low Value - At Risk,1,5,1
CUST000298,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),Central,4,97.24,3889.6,No,36-48 months,High ($70-$100),0,3,3,70.17,High Value - High Retention,2,4,0
CUST000304,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,South,0,94.02,846.18,No,0-12 months,High ($70-$100),0,4,3,63.75,High Value - At Risk,2,5,0
CUST002690,Male,0,No,No,42,Yes,Yes,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,Central,1,38.0,1596.0,No,36-48 months,Medium ($30-$70),1,5,1,39.0,Low Value - At Risk,0,6,1
CUST007307,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,East,4,119.77,1437.24,No,0-12 months,Premium ($100+),1,4,3,46.0,High Value - At Risk,2,5,0
CUST003617,Female,1,Yes,Yes,18,Yes,No,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,North,5,41.0,738.0,Yes,12-24 months,Medium ($30-$70),0,4,1,37.5,Low Value - At Risk,0,5,1
CUST006469,Female,0,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,Central,2,70.4,2182.4,No,24-36 months,High ($70-$100),1,4,3,55.92,High Value - At Risk,1,5,0
CUST003559,Male,0,No,No,72,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),North,2,104.88,7551.36,No,48+ months,Premium ($100+),0,3,1,60.5,High Value - At Risk,2,3,0
CUST004202,Male,0,Yes,Yes,21,No,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),Central,2,90.54,1901.34,No,12-24 months,High ($70-$100),0,1,2,46.75,High Value - At Risk,2,1,0
CUST000656,Male,0,Yes,No,5,No,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,Central,5,100.98,504.9,No,0-12 months,Premium ($100+),0,0,1,22.08,High Value - At Risk,2,0,1
CUST002856,Female,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Electronic check,South,5,83.84,5449.6,Yes,48+ months,High ($70-$100),1,2,2,49.58,High Value - At Risk,2,3,0
CUST002088,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,East,2,81.8,2617.6,Yes,24-36 months,High ($70-$100),1,6,1,36.33,High Value - At Risk,1,7,1
CUST005097,Female,0,Yes,Yes,17,No,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),West,1,101.86,1731.62,No,12-24 months,Premium ($100+),0,3,1,38.58,High Value - At Risk,2,3,1
CUST005113,Female,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,West,3,59.88,838.32,Yes,12-24 months,Medium ($30-$70),1,3,1,20.33,Low Value - At Risk,1,4,1
CUST003922,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),East,6,59.85,59.85,Yes,0-12 months,Medium ($30-$70),0,4,3,54.42,Low Value - At Risk,1,5,0
CUST004710,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),North,2,82.35,329.4,Yes,0-12 months,High ($70-$100),0,2,1,29.67,High Value - At Risk,2,3,1
CUST000241,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,West,3,103.16,7427.52,No,48+ months,Premium ($100+),1,3,3,69.5,High Value - At Risk,2,4,0
CUST000784,Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),North,2,52.37,52.37,No,0-12 months,Medium ($30-$70),0,2,3,53.42,Low Value - At Risk,1,3,0
CUST001355,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,North,3,117.84,3299.52,No,24-36 months,Premium ($100+),0,4,1,43.67,High Value - At Risk,2,5,0
CUST001019,Female,0,No,No,5,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,East,4,33.0,165.0,No,0-12 months,Medium ($30-$70),0,3,1,30.58,Low Value - At Risk,0,4,1
CUST006451,Female,1,No,No,24,No,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,South,1,101.27,2430.48,No,12-24 months,Premium ($100+),0,2,3,64.0,High Value - At Risk,2,2,0
CUST000978,Male,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),North,3,92.05,3313.8,Yes,24-36 months,High ($70-$100),0,1,2,52.0,High Value - At Risk,2,2,0
CUST000810,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,North,8,111.62,2455.64,No,12-24 months,Premium ($100+),0,4,1,36.17,High Value - At Risk,2,5,1
CUST004042,Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),South,5,123.38,3824.78,No,24-36 months,Premium ($100+),0,4,1,42.92,High Value - At Risk,2,5,0
CUST006554,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,East,5,57.22,514.98,No,0-12 months,Medium ($30-$70),0,3,2,43.75,Low Value - At Risk,1,4,0
CUST000258,Female,1,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,North,0,69.37,901.81,No,12-24 months,Medium ($30-$70),1,4,3,50.42,Low Value - At Risk,1,5,0
CUST001600,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,Central,1,81.96,2376.84,Yes,24-36 months,High ($70-$100),1,1,2,36.08,High Value - At Risk,2,2,1
CUST000894,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,West,4,100.9,1513.5,No,12-24 months,Premium ($100+),1,2,3,42.25,High Value - At Risk,2,3,0
CUST005322,Male,0,Yes,No,11,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),West,7,59.15,650.65,No,0-12 months,Medium ($30-$70),0,3,3,55.08,Low Value - At Risk,1,4,0
CUST001745,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),North,2,112.81,451.24,No,0-12 months,Premium ($100+),0,5,3,62.17,High Value - At Risk,2,6,0
CUST007372,Female,0,No,Yes,13,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,West,2,62.78,816.14,Yes,12-24 months,Medium ($30-$70),1,3,2,33.42,Low Value - At Risk,1,4,1
CUST004077,Male,0,No,No,12,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,North,1,43.0,516.0,No,0-12 months,Medium ($30-$70),0,6,1,44.0,Low Value - At Risk,0,7,0
CUST002772,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),West,2,122.42,3060.5,No,24-36 months,Premium ($100+),0,7,1,50.92,High Value - At Risk,2,8,0
CUST004130,Male,0,Yes,Yes,13,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),East,5,33.0,429.0,No,12-24 months,Medium ($30-$70),0,4,1,35.42,Low Value - At Risk,0,5,1
CUST006635,Female,0,Yes,No,17,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,One year,No,Mailed check,South,0,36.0,612.0,No,12-24 months,Medium ($30-$70),0,4,2,54.58,Low Value - At Risk,0,5,0
CUST001621,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),West,1,93.51,2057.22,No,12-24 months,High ($70-$100),0,3,2,53.17,High Value - At Risk,2,4,0
CUST006013,Male,0,No,No,10,No,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,East,3,70.01,700.1,Yes,0-12 months,High ($70-$100),0,4,1,36.17,High Value - At Risk,1,4,1
CUST006676,Female,1,No,No,7,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),West,2,101.69,711.83,No,0-12 months,Premium ($100+),0,4,2,48.42,High Value - At Risk,2,5,0
CUST007172,Female,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,South,2,108.27,3248.1,Yes,24-36 months,Premium ($100+),0,5,1,48.0,High Value - At Risk,2,6,0
CUST001802,Female,0,No,No,13,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,North,3,63.78,829.14,No,12-24 months,Medium ($30-$70),1,4,1,22.42,Low Value - At Risk,1,5,1
CUST006430,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),North,4,117.34,3520.2,No,24-36 months,Premium ($100+),0,5,2,58.5,High Value - At Risk,2,6,0
CUST005130,Female,0,No,Yes,2,No,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),Central,4,104.82,209.64,Yes,0-12 months,Premium ($100+),0,2,1,26.83,High Value - At Risk,2,2,1
CUST003460,Female,1,Yes,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),Central,2,55.5,166.5,No,0-12 months,Medium ($30-$70),0,3,2,44.25,Low Value - At Risk,1,4,0
CUST002269,Male,1,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,Central,4,71.13,1564.86,No,12-24 months,High ($70-$100),0,4,1,40.17,High Value - At Risk,1,5,0
CUST001358,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),West,3,107.11,856.88,Yes,0-12 months,Premium ($100+),0,5,1,37.83,High Value - At Risk,2,6,1
CUST005372,Male,1,Yes,No,32,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),North,5,59.48,1903.36,No,24-36 months,Medium ($30-$70),0,3,1,40.83,Low Value - At Risk,1,4,0
CUST002376,Male,0,No,No,8,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),North,2,125.95,1007.6,Yes,0-12 months,Premium ($100+),0,6,1,41.33,High Value - At Risk,2,6,0
CUST006942,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Electronic check,West,1,57.25,4122.0,No,48+ months,Medium ($30-$70),1,4,1,49.0,Low Value - At Risk,1,5,0
CUST005693,Female,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,West,2,70.14,1683.36,No,12-24 months,High ($70-$100),0,6,2,60.5,High Value - At Risk,1,7,0
CUST007133,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Electronic check,South,6,111.96,2575.08,Yes,12-24 months,Premium ($100+),1,4,3,48.58,High Value - At Risk,2,5,0
CUST004510,Female,1,No,No,9,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),Central,1,110.55,994.95,Yes,0-12 months,Premium ($100+),0,2,1,32.75,High Value - At Risk,2,3,1
CUST005121,Male,0,No,No,27,No,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),South,2,93.45,2523.15,No,24-36 months,High ($70-$100),0,2,3,64.25,High Value - At Risk,2,2,0
CUST004694,Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),North,1,55.1,2093.8,Yes,36-48 months,Medium ($30-$70),0,4,1,49.83,Low Value - At Risk,1,5,0
CUST001514,Male,0,Yes,No,24,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),North,4,68.53,1644.72,No,12-24 months,Medium ($30-$70),0,5,1,43.5,Low Value - At Risk,1,6,0
CUST002795,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),South,0,100.07,2601.82,No,24-36 months,Premium ($100+),0,5,3,73.33,High Value - High Retention,2,6,0
CUST005730,Female,0,Yes,Yes,42,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,West,2,66.69,2800.98,Yes,36-48 months,Medium ($30-$70),1,4,1,35.5,Low Value - At Risk,1,5,1
CUST005574,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),West,4,111.85,1901.45,Yes,12-24 months,Premium ($100+),0,4,2,50.58,High Value - At Risk,2,5,0
CUST007481,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,West,2,114.53,2863.25,No,24-36 months,Premium ($100+),1,3,1,25.92,High Value - At Risk,2,4,1
CUST000368,Female,0,Yes,No,34,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),East,1,111.64,3795.76,No,24-36 months,Premium ($100+),0,2,1,43.17,High Value - At Risk,2,2,0
CUST003051,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),North,3,112.1,6165.5,Yes,48+ months,Premium ($100+),0,4,1,54.92,High Value - At Risk,2,5,0
CUST005913,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,West,2,109.43,2516.89,Yes,12-24 months,Premium ($100+),1,4,2,40.08,High Value - At Risk,2,5,0
CUST005803,Male,0,Yes,No,2,Yes,No,DSL,No internet service,No,No,No,Yes,No,One year,No,Mailed check,West,2,55.92,111.84,No,0-12 months,Medium ($30-$70),0,2,2,41.33,Low Value - At Risk,1,3,0
CUST006504,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,West,4,123.04,123.04,No,0-12 months,Premium ($100+),1,4,3,41.42,High Value - At Risk,2,5,0
CUST000030,Male,0,Yes,No,4,Yes,No phone service,DSL,No,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),Central,0,52.54,210.16,No,0-12 months,Medium ($30-$70),0,1,3,54.17,Low Value - At Risk,1,2,0
CUST005341,Female,1,No,No,1,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,South,5,61.93,61.93,No,0-12 months,Medium ($30-$70),1,2,1,10.42,Low Value - At Risk,1,3,1
CUST004221,Male,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),Central,4,123.97,3347.19,No,24-36 months,Premium ($100+),0,4,3,67.25,High Value - At Risk,2,5,0
CUST007258,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,East,2,94.09,1975.89,No,12-24 months,High ($70-$100),1,3,1,24.25,High Value - At Risk,2,4,1
CUST003036,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Central,4,98.56,3055.36,No,24-36 months,High ($70-$100),1,3,1,26.42,High Value - At Risk,2,4,1
CUST001093,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,West,2,64.77,1489.71,No,12-24 months,Medium ($30-$70),0,4,2,55.08,Low Value - At Risk,1,5,0
CUST005267,Male,0,No,No,72,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,No,Electronic check,East,2,122.5,8820.0,No,48+ months,Premium ($100+),1,5,3,75.5,High Value - High Retention,2,6,0
CUST000125,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,West,2,103.65,4871.55,Yes,36-48 months,Premium ($100+),1,3,1,35.08,High Value - At Risk,2,4,1
CUST003845,Male,0,No,Yes,3,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,East,4,65.7,197.1,Yes,0-12 months,Medium ($30-$70),1,3,1,14.75,Low Value - At Risk,1,4,1
CUST005493,Female,0,Yes,Yes,1,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),Central,6,59.02,59.02,No,0-12 months,Medium ($30-$70),0,3,3,51.92,Low Value - At Risk,1,4,0
CUST002679,Male,0,No,No,64,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,East,2,60.4,3865.6,No,48+ months,Medium ($30-$70),1,4,3,69.67,Low Value - At Risk,1,5,0
CUST004597,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,Central,3,113.57,5678.5,Yes,48+ months,Premium ($100+),0,5,1,55.33,High Value - At Risk,2,6,0
