CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Region,SupportCalls,MonthlyCharges,TotalCharges,Churn
CUST005376,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,South,4,105.23,6524.26,No
CUST004383,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),South,4,108.53,5643.56,No
CUST000058,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),North,3,87.76,87.76,No
CUST002819,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),South,1,61.09,4398.48,No
CUST005613,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,Central,4,96.87,678.09,No
CUST006034,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),West,0,122.25,7824.0,No
CUST004546,Female,0,Yes,No,72,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),Central,5,60.58,4361.76,No
CUST000528,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),East,1,118.08,1298.88,No
CUST003893,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Two year,No,Mailed check,West,4,91.59,3297.24,No
CUST007012,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,South,3,124.11,1241.1,Yes
CUST000566,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),East,5,112.35,1460.55,No
CUST005951,Male,0,No,No,1,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),South,4,97.22,97.22,Yes
CUST002579,Male,0,Yes,No,14,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),South,2,65.39,915.46,No
CUST000641,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,Central,2,41.0,2952.0,No
CUST005697,Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Electronic check,West,2,114.66,2637.18,No
CUST001920,Male,0,No,Yes,72,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,Central,4,28.0,2016.0,No
CUST000731,Male,0,No,No,6,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,East,7,126.43,758.58,No
CUST002628,Female,1,No,No,4,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),South,1,61.89,247.56,No
CUST004642,Male,1,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Mailed check,North,3,115.06,5407.82,No
CUST005562,F,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),South,1,122.7,0.0,Yes
CUST002524,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),East,6,125.0,4250.0,Yes
CUST000326,Female,1,No,No,56,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,East,0,53.09,2973.04,Yes
CUST004394,Male,0,No,No,14,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,South,4,20.0,280.0,Yes
CUST000291,Male,0,Yes,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,East,5,58.01,638.11,No
CUST003543,Male,1,Yes,Yes,1,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),West,1,25.0,25.0,No
CUST002442,Female,0,No,Yes,0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,North,3,72.65,0.0,No
CUST002095,Male,0,No,Yes,24,No,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,North,4,38.0,912.0,Yes
CUST004455,Female,0,No,Yes,0,Yes,Yes,No,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,West,2,38.0,0.0,No
CUST004971,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,West,1,108.59,7818.48,No
CUST006161,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),Central,3,70.2,5054.4,No
CUST006228,F,0,Yes,No,48,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Mailed check,East,4,64.44,3093.12,No
CUST007067,Male,1,No,No,4,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,East,1,67.12,268.48,No
CUST003007,Female,0,Yes,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,Central,2,73.77,663.93,No
CUST003782,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),West,4,117.02,117.02,No
CUST006563,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,North,2,113.89,1252.79,No
CUST000865,Male,0,No,No,0,Yes,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),East,4,25.0,0.0,Yes
CUST004375,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,West,4,94.08,0.0,No
CUST006384,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),Central,5,127.32,381.96,Yes
CUST001672,Female,1,Yes,No,47,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),West,2,82.36,3870.92,No
CUST006282,Female,0,No,No,13,No,No,No,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,North,2,20.0,260.0,Yes
CUST003572,Female,1,Yes,No,0,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,One year,No,Mailed check,East,1,58.36,0.0,Yes
CUST004429,Male,0,Yes,Yes,32,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,East,3,57.68,1845.76,Yes
CUST000372,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,South,1,110.49,1436.37,Yes
CUST007256,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),North,4,115.5,6930.0,Yes
CUST004716,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,North,3,69.04,483.28,No
CUST002111,Male,0,No,No,1,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,One year,No,Electronic check,South,5,30.0,30.0,No
CUST002209,Male,0,No,No,1,Yes,No,No,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,South,5,28.0,28.0,Yes
CUST005946,Male,1,Yes,No,4,No,Yes,DSL,No internet service,No,No,No,No,Yes,Two year,Yes,Electronic check,Central,1,57.43,229.72,No
CUST003144,Female,1,Yes,No,19,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),East,0,105.2,1998.8,No
CUST006357,Female,0,No,No,14,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),West,2,25.0,350.0,No
CUST005318,Female,1,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,Two year,No,Electronic check,West,2,86.96,0.0,Yes
CUST001551,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,Two year,No,Mailed check,North,4,59.34,3263.7,No
CUST003397,Female,0,Yes,No,54,No,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),East,3,90.54,4889.16,Yes
CUST005473,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,East,3,84.64,169.28,Yes
CUST006097,Male,0,No,Yes,8,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,Central,3,52.98,423.84,No
CUST005984,Male,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),West,1,105.45,1054.5,Yes
CUST005181,Male,0,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),East,1,65.29,1501.67,No
CUST001361,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,South,4,94.92,5505.36,No
CUST000912,Male,1,No,No,26,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),West,3,57.64,1498.64,Yes
CUST006831,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,South,1,122.8,3192.8,No
CUST002119,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),South,2,101.98,1427.72,Yes
CUST002113,Male,1,Yes,No,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,North,2,62.39,1559.75,No
CUST004177,Female,0,No,No,28,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,South,1,107.01,2996.28,Yes
CUST007112,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),West,3,107.99,107.99,Yes
CUST006268,Male,0,No,No,30,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,East,1,52.2,1566.0,No
CUST006628,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),East,4,57.13,228.52,No
CUST003296,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,Central,4,113.15,1584.1,No
CUST001424,Male,0,No,No,50,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,Central,1,119.21,5960.5,No
CUST000123,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),Central,1,53.52,1766.16,No
CUST000480,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),West,3,113.72,3070.44,Yes
CUST000663,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,One year,Yes,Electronic check,East,2,33.0,2244.0,No
CUST001756,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,South,0,97.88,587.28,No
CUST000294,Male,0,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Central,3,79.22,4673.98,No
CUST002813,Female,1,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),North,5,105.49,2320.78,Yes
CUST002493,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,South,4,105.23,1894.14,Yes
CUST004897,Male,0,Yes,Yes,16,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,South,6,35.0,560.0,No
CUST000941,Male,0,Yes,No,41,Yes,Yes,No,No,No,Yes,No,No,No,One year,Yes,Mailed check,West,1,25.0,1025.0,No
CUST004895,Male,0,Yes,No,27,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),North,4,67.8,1830.6,No
CUST005509,Male,0,Yes,No,2,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),South,2,33.0,66.0,Yes
CUST000440,Male,0,Yes,No,8,Yes,Yes,No,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),Central,5,33.0,264.0,Yes
CUST001380,Female,0,No,No,28,No,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,North,3,108.85,3047.8,No
CUST000848,F,0,No,Yes,2,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,Central,1,30.0,60.0,Yes
CUST003177,Female,1,Yes,Yes,31,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,West,5,77.08,2389.48,No
CUST004636,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),South,5,107.03,4709.32,No
CUST006665,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),West,3,110.33,772.31,No
CUST001444,Male,1,No,Yes,27,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Central,1,114.65,3095.55,Yes
CUST005264,Male,0,No,Yes,9,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,South,2,78.45,706.05,No
CUST001478,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,No,Mailed check,South,1,115.76,694.56,No
CUST001174,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),North,1,60.89,669.79,No
CUST005627,Male,0,No,Yes,0,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),West,1,66.63,0.0,No
CUST006493,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),East,4,85.56,4620.24,Yes
CUST003071,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,East,0,65.16,651.6,Yes
CUST004464,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),East,1,126.94,888.58,No
CUST004319,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,East,2,96.62,869.58,No
CUST005124,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,East,2,52.84,369.88,Yes
CUST002918,Female,0,No,No,29,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,West,5,112.18,3253.22,Yes
CUST005213,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,Central,2,114.36,228.72,No
CUST000280,Female,0,No,No,1,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),Central,1,55.41,55.41,Yes
CUST002288,Male,0,Yes,No,30,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,East,0,60.94,1828.2,No
CUST007354,Female,0,No,Yes,46,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,Central,4,62.68,2883.28,Yes
CUST007273,Female,0,No,No,47,No,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,North,1,121.54,5712.38,No
CUST004935,Female,0,No,Yes,31,Yes,No,DSL,No,No,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),South,4,72.96,2261.76,No
CUST005858,Male,1,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),South,2,90.59,996.49,No
CUST006514,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,One year,No,Mailed check,East,3,124.48,746.88,No
CUST004343,Female,1,No,No,12,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Central,1,43.0,516.0,No
CUST002893,Female,0,No,No,63,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,South,6,60.4,3805.2,Yes
CUST007344,Female,0,No,Yes,25,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),South,4,62.82,1570.5,Yes
CUST001102,M,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),Central,2,106.23,4036.74,No
CUST004247,Male,0,No,No,24,No,No,DSL,No,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,Central,4,62.76,1506.24,Yes
CUST001695,Male,0,No,No,2,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),North,4,52.64,105.28,No
CUST004258,Male,0,Yes,No,11,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),Central,3,113.25,1245.75,No
CUST003685,Female,0,Yes,No,33,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,Central,3,55.77,1840.41,Yes
CUST004231,Female,0,Yes,No,32,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,North,3,119.55,3825.6,No
CUST001700,Female,0,Yes,No,42,No,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,Central,3,25.0,1050.0,No
CUST003183,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),West,5,79.39,317.56,Yes
CUST007342,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,Central,3,104.8,7545.6,No
CUST006762,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Credit card (automatic),Central,3,100.49,1105.39,Yes
CUST000578,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),North,3,58.04,0.0,Yes
CUST000060,Male,0,Yes,No,38,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,Central,2,72.19,2743.22,Yes
CUST007264,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,North,5,68.12,953.68,No
CUST000788,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,No,Bank transfer (automatic),East,3,103.61,7459.92,No
CUST002803,Female,0,Yes,No,8,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,West,3,55.9,447.2,No
CUST004794,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,Central,4,71.06,0.0,Yes
CUST004002,Female,1,Yes,No,18,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),North,1,94.08,1693.44,No
CUST004462,Female,1,No,No,47,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),West,2,120.44,5660.68,No
CUST003025,Male,0,No,No,6,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,South,2,102.72,616.32,Yes
CUST006168,F,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),North,2,124.16,0.0,Yes
CUST003026,Male,0,No,Yes,25,No,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,South,3,102.54,2563.5,Yes
CUST001346,Male,0,No,Yes,9,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),West,1,45.23,407.07,No
CUST003546,Male,0,No,No,19,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,East,1,104.04,1976.76,Yes
CUST005429,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),South,2,98.93,98.93,No
CUST001184,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),North,1,131.65,1579.8,No
CUST006849,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,Central,1,100.32,7223.04,No
CUST006920,Male,0,Yes,No,72,No,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,Central,1,61.8,4449.6,Yes
CUST005266,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),North,1,61.65,123.3,Yes
CUST007199,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),South,2,116.4,1396.8,Yes
CUST002978,Male,0,Yes,No,61,No,No phone service,No,No internet service,Yes,No,No,No,Yes,One year,Yes,Electronic check,Central,3,33.0,2013.0,No
CUST006454,Male,0,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,North,3,74.8,2169.2,No
CUST007202,Male,0,Yes,No,1,No,No phone service,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),East,3,59.77,59.77,No
CUST000185,Male,0,Yes,No,23,Yes,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),South,3,41.0,943.0,No
CUST003298,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),Central,3,91.06,273.18,Yes
CUST006310,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),South,0,111.21,333.63,Yes
CUST002390,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),North,6,94.57,94.57,Yes
CUST000421,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,North,3,91.13,4738.76,Yes
CUST005260,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,West,0,114.92,344.76,Yes
CUST000554,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,Central,1,99.44,3380.96,No
CUST001398,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),Central,1,134.5,269.0,No
CUST006742,Male,1,Yes,Yes,50,Yes,No phone service,No,No,Yes,No,No,No internet service,No,One year,Yes,Electronic check,North,6,25.0,1250.0,Yes
CUST002128,Male,1,Yes,Yes,2,Yes,No,No,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),South,5,30.0,60.0,No
CUST002433,F,0,No,Yes,23,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),Central,2,117.29,2697.67,Yes
CUST002089,Female,0,No,No,41,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),North,6,56.37,2311.17,No
CUST004571,Female,0,Yes,No,58,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),North,2,58.5,3393.0,Yes
CUST000444,Male,0,No,No,9,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),West,2,69.63,626.67,Yes
CUST003136,Female,1,No,No,66,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,No,One year,Yes,Mailed check,North,3,30.0,1980.0,No
CUST001941,Male,0,No,Yes,10,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),East,1,70.64,706.4,Yes
CUST005154,Female,0,No,No,24,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,South,3,112.97,2711.28,No
CUST001702,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,No,Electronic check,West,2,118.18,236.36,Yes
CUST005399,Male,1,No,No,12,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),North,2,74.3,891.6,No
CUST003003,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,South,3,94.11,6023.04,No
CUST000694,Male,0,Yes,Yes,17,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),North,3,62.15,1056.55,No
CUST005518,Female,0,No,No,60,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),East,3,89.02,5341.2,No
CUST003122,Male,0,No,No,64,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,South,2,36.0,2304.0,No
CUST005404,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,South,0,82.24,328.96,No
CUST000182,Male,0,Yes,Yes,38,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,Central,1,116.61,4431.18,No
CUST005287,F,0,No,Yes,5,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,No,Bank transfer (automatic),West,3,68.96,344.8,No
CUST000795,Male,0,Yes,No,31,Yes,No,No,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),South,1,33.0,1023.0,Yes
CUST001812,Female,0,No,No,33,Yes,Yes,DSL,No,No,No,No,No internet service,No,Two year,Yes,Electronic check,Central,2,46.27,1526.91,No
CUST005081,Male,0,No,No,25,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),West,4,46.0,1150.0,No
CUST003828,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),South,3,56.45,677.4,Yes
CUST002246,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),East,4,116.26,3022.76,No
